Resolution Bin,Percentile,Avg B-factor,Max B-factor,Std B-factor,Ramachandran Score,Rotamer Score,Residue Fit,Mainchain Fit,Sidechain Fit
60-70,21,26.9075,30.54,1.38086,0.11498,0.53823,10.31064,10.62505,9.34222
60-70,22,27.366,31.06,1.42661,0.12052,0.5574,10.52467,10.84297,9.52538
60-70,23,27.82167,31.58,1.4724,0.12577,0.57648,10.73298,11.0593,9.70718
60-70,24,28.27,32.09,1.51827,0.13083,0.59581,10.9418,11.27282,9.88579
60-70,25,28.715,32.6,1.56381,0.13576,0.61528,11.14956,11.48449,10.0655
60-70,26,29.15875,33.1,1.60909,0.14054,0.63499,11.35528,11.69406,10.2442
60-70,27,29.5925,33.6,1.65404,0.14548,0.65519,11.5619,11.9048,10.42317
60-70,28,30.025,34.1,1.69967,0.15051,0.6752,11.76912,12.11441,10.60361
60-70,29,30.45849,34.58,1.74495,0.15542,0.69557,11.97459,12.32509,10.78256
60-70,30,30.89148,35.07,1.79006,0.16036,0.7163,12.17937,12.53366,10.96113
60-70,31,31.328,35.56,1.83528,0.16524,0.73724,12.38747,12.74558,11.14004
60-70,32,31.75167,36.04,1.88102,0.17005,0.75826,12.59535,12.95462,11.31912
60-70,33,32.17375,36.52,1.92583,0.17484,0.77921,12.80391,13.16867,11.50077
60-70,34,32.59125,37.0,1.97132,0.17955,0.8008,13.0123,13.38014,11.68316
60-70,35,33.01,37.49,2.01755,0.18406,0.82248,13.22355,13.59243,11.86494
60-70,36,33.42875,37.97,2.06296,0.1885,0.84435,13.436,13.80397,12.04918
60-70,37,33.84833,38.45,2.10891,0.19278,0.86685,13.65077,14.0181,12.23434
60-70,38,34.27222,38.94,2.15527,0.1969,0.88937,13.86522,14.23711,12.4217
60-70,39,34.69571,39.43,2.202,0.20076,0.91242,14.08157,14.45275,12.61199
60-70,40,35.1175,39.92,2.24941,0.20445,0.9356,14.30107,14.67127,12.80489
60-70,41,35.54286,40.41,2.29684,0.20797,0.95998,14.52158,14.89062,12.99993
60-70,42,35.97857,40.91,2.3446,0.21124,0.98453,14.74478,15.11208,13.19711
60-70,43,36.41,41.41,2.39335,0.21473,1.00941,14.96816,15.33723,13.39879
60-70,44,36.84143,41.92,2.44198,0.21854,1.0347,15.19585,15.56445,13.60097
60-70,45,37.28182,42.42,2.49157,0.22265,1.06057,15.42545,15.79581,13.80584
60-70,46,37.725,42.93,2.54172,0.22665,1.08726,15.66155,16.02726,14.01429
60-70,47,38.17472,43.45,2.59302,0.23018,1.11492,15.89657,16.26378,14.22587
60-70,48,38.6275,43.97,2.64511,0.23435,1.14392,16.13557,16.50077,14.44191
60-70,49,39.07429,44.5,2.6986,0.23906,1.1733,16.37759,16.74147,14.65879
60-70,50,39.53667,45.04,2.75242,0.24402,1.20354,16.62275,16.9849,14.88073
60-70,51,40.00125,45.58,2.8074,0.24964,1.23544,16.87006,17.231,15.10499
60-70,52,40.4675,46.13,2.86332,0.2559,1.26844,17.12355,17.47914,15.33596
60-70,53,40.94111,46.69,2.92038,0.26332,1.30317,17.37797,17.73558,15.56912
60-70,54,41.425,47.24,2.97929,0.27115,1.34006,17.63802,17.99498,15.80827
60-70,55,41.90667,47.81,3.03949,0.27894,1.37837,17.90656,18.25397,16.05047
60-70,56,42.4,48.39,3.10159,0.28598,1.41838,18.1748,18.52095,16.30122
60-70,57,42.90222,48.98,3.1647,0.29355,1.46109,18.45097,18.7914,16.55761
60-70,58,43.41,49.58,3.22861,0.30281,1.50772,18.73035,19.06756,16.81971
60-70,59,43.92222,50.17,3.29499,0.3239,1.55604,19.0139,19.34927,17.08892
60-70,60,44.45,50.79,3.3634,0.35327,1.60891,19.30736,19.63478,17.3645
60-70,61,44.98727,51.42,3.43347,0.38491,1.66584,19.60565,19.92719,17.64774
60-70,62,45.53429,52.07,3.50633,0.42045,1.7278,19.90982,20.22762,17.94015
60-70,63,46.09455,52.74,3.58106,0.46297,1.79577,20.22155,20.53479,18.23827
60-70,64,46.65653,53.4,3.65881,0.50309,1.87045,20.53794,20.84803,18.54509
60-70,65,47.245,54.09,3.7393,0.54579,1.95303,20.86127,21.16256,18.86006
60-70,66,47.84444,54.8,3.8219,0.59166,2.04633,21.19134,21.49062,19.19046
60-70,67,48.45444,55.53,3.90794,0.63524,2.15191,21.53197,21.82727,19.53138
60-70,68,49.07,56.28,3.99773,0.67779,2.27146,21.87949,22.17105,19.88354
60-70,69,49.70857,57.05,4.09034,0.71827,2.405,22.23918,22.52533,20.24262
60-70,70,50.36373,57.83,4.18848,0.75719,2.55854,22.60765,22.88642,20.61879
60-70,71,51.05125,58.63,4.29072,0.79512,2.73637,22.98754,23.25943,21.00561
60-70,72,51.7522,59.47,4.39691,0.83198,2.93299,23.37967,23.6479,21.41107
60-70,73,52.48,60.33,4.5093,0.86712,3.13857,23.78917,24.04153,21.83445
60-70,74,53.24,61.24,4.62622,0.90066,3.35992,24.2074,24.45414,22.26993
60-70,75,54.02563,62.18,4.74902,0.93241,3.55644,24.64638,24.88084,22.73318
60-70,76,54.84125,63.15,4.87746,0.96339,3.74738,25.09733,25.32478,23.21818
60-70,77,55.68766,64.16,5.01489,0.99396,4.0577,25.56199,25.78804,23.72815
60-70,78,56.56818,65.22,5.16044,1.02425,4.44836,26.04734,26.26858,24.25609
60-70,79,57.49375,66.33,5.31593,1.05376,4.88384,26.5528,26.77025,24.81772
60-70,80,58.46857,67.45,5.48207,1.08287,5.28141,27.08247,27.29573,25.40768
60-70,81,59.48333,68.65,5.65957,1.11271,5.61994,27.63683,27.84557,26.03083
60-70,82,60.56,69.91,5.85006,1.1442,5.91608,28.21482,28.41993,26.68571
60-70,83,61.70218,71.25,6.05626,1.17697,6.16238,28.82403,29.02452,27.38489
60-70,84,62.89667,72.64,6.27811,1.21105,6.4779,29.47991,29.66149,28.13156
60-70,85,64.1825,74.14,6.5251,1.24562,6.87693,30.18127,30.3507,28.94612
60-70,86,65.535,75.72,6.79288,1.27943,7.3314,30.91639,31.09137,29.80902
60-70,87,67.00833,77.43,7.08027,1.31261,7.71264,31.71508,31.88766,30.74553
60-70,88,68.59222,79.25,7.40337,1.3472,8.00924,32.57225,32.73944,31.76461
60-70,89,70.3225,81.2,7.76428,1.38448,8.24215,33.51701,33.67736,32.89161
60-70,90,72.22375,83.37,8.16976,1.42162,8.64865,34.54832,34.6976,34.14224
60-70,91,74.356,85.78,8.63192,1.45959,9.37919,35.70049,35.85882,35.52868
60-70,92,76.7475,88.4368,9.15684,1.49718,9.88148,37.01728,37.16092,37.10575
60-70,93,79.44,91.41,9.76528,1.5336,10.2058,38.52292,38.66587,38.90146
60-70,94,82.59,94.73,10.47635,1.5713,10.6339,40.2864,40.41551,41.01404
60-70,95,86.26,98.68,11.34717,1.6118,11.43135,42.42128,42.55902,43.52639
60-70,96,90.78,103.46,12.42985,1.6543,13.22891,45.12031,45.2809,46.67565
60-70,97,96.64179,109.43,13.85466,1.7012,14.21279,48.70957,48.87736,50.75145
60-70,98,104.90361,117.76,15.82522,1.75675,15.32266,54.09087,54.30129,56.66219
60-70,99,118.74563,131.75,19.06913,1.82988,19.89196,63.85529,64.06614,66.81229
70-80,1,13.31125,15.29,0.22387,0.00242,0.05574,4.58528,4.81876,4.47044
70-80,2,15.954,18.15,0.32713,0.0084,0.09831,5.65943,5.96276,5.35697
70-80,3,17.70601,20.12,0.41091,0.01369,0.1337,6.38751,6.7362,5.98008
70-80,4,19.13,21.71,0.48458,0.01866,0.16593,6.95962,7.3407,6.47838
70-80,5,20.35,23.07,0.55144,0.0233,0.19571,7.44495,7.85475,6.90207
70-80,6,21.42,24.27,0.61536,0.02801,0.22335,7.87547,8.31067,7.27854
70-80,7,22.38182,25.37,0.67564,0.03327,0.24937,8.26629,8.72919,7.62543
70-80,8,23.29143,26.37,0.73509,0.03866,0.27472,8.63082,9.11889,7.94916
70-80,9,24.1225,27.31,0.79305,0.04404,0.29884,8.97414,9.47703,8.25319
70-80,10,24.89429,28.18,0.8504,0.04888,0.32268,9.2959,9.81292,8.54405
70-80,11,25.63,28.98,0.9058,0.05386,0.34547,9.60529,10.13564,8.82002
70-80,12,26.3225,29.75,0.96148,0.05915,0.36776,9.89637,10.44069,9.08658
70-80,13,26.98757,30.49,1.01527,0.06457,0.38993,10.17419,10.73515,9.33694
70-80,14,27.63187,31.2,1.06881,0.07017,0.41166,10.44743,11.01729,9.58743
70-80,15,28.23625,31.89,1.12257,0.07592,0.4331,10.71065,11.29335,9.82637
70-80,16,28.83111,32.56,1.17554,0.08183,0.45414,10.96772,11.56569,10.06197
70-80,17,29.41417,33.22,1.22916,0.08779,0.47489,11.21984,11.82611,10.2919
70-80,18,29.98098,33.86,1.28266,0.09379,0.49548,11.46864,12.0846,10.51876
70-80,19,30.53435,34.49,1.33528,0.09974,0.51555,11.71569,12.33965,10.74183
70-80,20,31.08,35.11,1.3881,0.10551,0.53599,11.95898,12.591,10.96472
70-80,21,31.62,35.73,1.44136,0.11138,0.55612,12.19836,12.83776,11.1814
70-80,22,32.15625,36.32,1.49388,0.11695,0.57681,12.43962,13.08429,11.40051
70-80,23,32.67714,36.92,1.54507,0.12224,0.59719,12.67665,13.32914,11.62198
70-80,24,33.19963,37.52,1.59709,0.12738,0.61757,12.91352,13.57217,11.83712
70-80,25,33.72,38.11,1.64871,0.13227,0.63884,13.14982,13.81257,12.05242
70-80,26,34.24125,38.7,1.70042,0.1371,0.66025,13.38451,14.05031,12.26836
70-80,27,34.76143,39.27,1.75203,0.14199,0.68173,13.62091,14.2923,12.4847
70-80,28,35.27222,39.86,1.80317,0.1469,0.70313,13.85636,14.53128,12.70141
70-80,29,35.78143,40.44,1.85483,0.15181,0.72477,14.08902,14.77003,12.91803
70-80,30,36.29375,41.01,1.90661,0.15671,0.7466,14.3254,15.01113,13.13522
70-80,31,36.8025,41.59,1.95811,0.16154,0.76878,14.55778,15.24878,13.35508
70-80,32,37.31,42.16,2.00935,0.16648,0.79096,14.79112,15.48349,13.57737
70-80,33,37.82143,42.74,2.06161,0.17129,0.81386,15.02872,15.72181,13.79541
70-80,34,38.33,43.31,2.11362,0.17611,0.83694,15.26599,15.96426,14.01768
70-80,35,38.83286,43.88,2.16628,0.18079,0.86038,15.50415,16.20476,14.24144
70-80,36,39.33897,44.45,2.21915,0.18529,0.88388,15.74361,16.44332,14.46517
70-80,37,39.84571,45.02,2.27153,0.18969,0.90811,15.9844,16.68767,14.69143
70-80,38,40.34889,45.6,2.32532,0.1939,0.93236,16.22675,16.92999,14.92113
70-80,39,40.85375,46.17,2.37854,0.19789,0.95709,16.46722,17.17406,15.15486
70-80,40,41.36714,46.75,2.43248,0.20177,0.98215,16.71207,17.42339,15.38823
70-80,41,41.87642,47.33,2.4873,0.20539,1.00758,16.95906,17.66822,15.6258
70-80,42,42.38778,47.91,2.54288,0.20883,1.03351,17.20663,17.92136,15.86345
70-80,43,42.90125,48.5,2.59861,0.21219,1.06053,17.45992,18.17405,16.10326
70-80,44,43.41182,49.09,2.65503,0.21568,1.08804,17.71759,18.43159,16.35261
70-80,45,43.93333,49.68,2.71235,0.21963,1.11624,17.97576,18.69023,16.60484
70-80,46,44.45375,50.28,2.77011,0.22376,1.14537,18.23474,18.9525,16.85907
70-80,47,44.98667,50.88,2.82955,0.22767,1.17545,18.49976,19.21461,17.11464
70-80,48,45.51636,51.49,2.88931,0.23105,1.20611,18.76986,19.48166,17.37504
70-80,49,46.05875,52.1,2.94933,0.23543,1.23844,19.04089,19.7511,17.64071
70-80,50,46.59455,52.72,3.01071,0.24015,1.27114,19.31417,20.0272,17.91205
70-80,51,47.13889,53.35,3.07344,0.2451,1.30623,19.59332,20.30415,18.18902
70-80,52,47.69,53.9704,3.13745,0.25085,1.34306,19.87977,20.58698,18.4702
70-80,53,48.25375,54.61,3.20283,0.25731,1.38115,20.17055,20.87202,18.75213
70-80,54,48.81818,55.26,3.26814,0.26489,1.42153,20.46359,21.16625,19.04453
70-80,55,49.38875,55.92,3.33558,0.27267,1.46367,20.76091,21.45982,19.34628
70-80,56,49.96818,56.58,3.40398,0.28031,1.50867,21.06893,21.76074,19.64576
70-80,57,50.55889,57.26,3.4748,0.28743,1.55622,21.37684,22.06528,19.95843
70-80,58,51.15125,57.95,3.54713,0.29549,1.60658,21.6914,22.37925,20.27749
70-80,59,51.76143,58.64,3.62085,0.30483,1.66086,22.01474,22.69747,20.60219
70-80,60,52.38,59.34,3.69639,0.33126,1.71884,22.34492,23.02068,20.93801
70-80,61,53.016,60.06,3.77466,0.36185,1.78332,22.68051,23.35496,21.28129
70-80,62,53.652,60.79,3.85415,0.39308,1.85224,23.02363,23.69148,21.63518
70-80,63,54.30636,61.54,3.93619,0.43093,1.92748,23.37422,24.03473,21.99636
70-80,64,54.9775,62.3,4.02122,0.47214,2.01046,23.73146,24.38901,22.36598
70-80,65,55.66714,63.08,4.10803,0.50925,2.10283,24.09789,24.75508,22.7465
70-80,66,56.36571,63.88,4.19805,0.5526,2.20493,24.47235,25.12475,23.13775
70-80,67,57.08333,64.69,4.29213,0.59648,2.31722,24.85833,25.50305,23.54277
70-80,68,57.815,65.54,4.38653,0.63812,2.44392,25.26045,25.89391,23.96056
70-80,69,58.56,66.4,4.48478,0.67872,2.58366,25.67368,26.2979,24.39098
70-80,70,59.33549,67.28,4.5886,0.71775,2.74572,26.10124,26.71378,24.84213
70-80,71,60.12474,68.19,4.69534,0.75495,2.91983,26.53898,27.14806,25.3036
70-80,72,60.94,69.13,4.80739,0.79153,3.10587,26.9893,27.59098,25.78365
70-80,73,61.78667,70.09,4.92216,0.82785,3.30725,27.46019,28.05179,26.28618
70-80,74,62.66125,71.08,5.04207,0.86237,3.49365,27.94233,28.53739,26.80968
70-80,75,63.57556,72.11,5.17054,0.89544,3.66462,28.45838,29.03069,27.35858
70-80,76,64.52333,73.19,5.30318,0.92789,3.89069,28.98425,29.54923,27.9297
70-80,77,65.49875,74.29,5.44459,0.95831,4.22744,29.53241,30.09004,28.51943
70-80,78,66.505,75.45,5.59187,0.98895,4.61483,30.1084,30.65471,29.15066
70-80,79,67.56868,76.66,5.74778,1.01949,5.01327,30.70926,31.24817,29.79908
70-80,80,68.67722,77.92,5.91551,1.04939,5.37648,31.33857,31.87608,30.49307
70-80,81,69.84222,79.23,6.09258,1.07938,5.70604,32.00558,32.53042,31.21339
70-80,82,71.06,80.6,6.28251,1.10998,5.97953,32.71613,33.22585,31.9786
70-80,83,72.34616,82.05,6.48762,1.14194,6.22718,33.4597,33.96312,32.79716
70-80,84,73.70526,83.6,6.706,1.17593,6.56228,34.25952,34.74898,33.6585
70-80,85,75.1485,85.2,6.94677,1.21098,6.95341,35.1087,35.59001,34.59581
70-80,86,76.72,86.9,7.20883,1.24638,7.39342,36.01364,36.48994,35.61191
70-80,87,78.37667,88.73,7.49436,1.28151,7.76007,36.99482,37.4512,36.68453
70-80,88,80.16243,90.7,7.81214,1.31632,8.04675,38.05394,38.50144,37.87457
70-80,89,82.106,92.82,8.16813,1.35302,8.28042,39.21893,39.63709,39.16296
70-80,90,84.208,95.14,8.56656,1.39177,8.76028,40.48408,40.89555,40.57365
70-80,91,86.53571,97.69,9.01489,1.43178,9.44837,41.91327,42.29825,42.13458
70-80,92,89.14547,100.52,9.5403,1.47225,9.92821,43.52083,43.87495,43.90798
70-80,93,92.04222,103.67,10.14358,1.51197,10.25849,45.34179,45.68057,45.92118
70-80,94,95.46,107.28,10.85177,1.55199,10.77228,47.4944,47.81698,48.28156
70-80,95,99.46371,111.4,11.71749,1.59442,11.64837,50.07835,50.3705,51.05273
70-80,96,104.32,116.46,12.80093,1.64052,13.38086,53.2781,53.5222,54.4299
70-80,97,110.46248,122.93,14.21806,1.69024,14.31162,57.4579,57.73801,58.87279
70-80,98,119.2,131.98,16.22661,1.74801,15.52969,63.56825,63.7145,65.29161
70-80,99,134.24994,147.54,19.53328,1.82347,19.87311,74.41608,74.31081,76.45373
80-90,1,14.3325,16.95,0.2004,0.00189,0.0571,5.10064,5.50071,4.80717
80-90,2,17.87788,20.8,0.30533,0.00681,0.10002,6.50279,7.01389,6.0165
80-90,3,20.22197,23.3484,0.39131,0.01175,0.13725,7.4396,8.04187,6.85761
80-90,4,22.04375,25.39,0.4671,0.01651,0.17015,8.17527,8.83666,7.51805
80-90,5,23.6075,27.13,0.53565,0.02122,0.2011,8.80231,9.50631,8.07609
80-90,6,25.01111,28.68,0.59994,0.02542,0.22949,9.35768,10.10327,8.58169
80-90,7,26.29571,30.06,0.66197,0.03009,0.25646,9.86603,10.6423,9.04193
80-90,8,27.48,31.33,0.72181,0.03499,0.2821,10.33212,11.13752,9.46965
80-90,9,28.59,32.53,0.78072,0.04025,0.30703,10.76441,11.59997,9.86518
80-90,10,29.6175,33.66,0.83789,0.04531,0.33125,11.17144,12.03815,10.24145
80-90,11,30.57715,34.71,0.8938,0.05004,0.35526,11.56126,12.45257,10.59837
80-90,12,31.49545,35.73,0.94948,0.05493,0.37849,11.93234,12.84634,10.94582
80-90,13,32.38125,36.69,1.00476,0.06017,0.40132,12.28992,13.21865,11.27677
80-90,14,33.22571,37.6,1.05912,0.06558,0.42357,12.63313,13.58215,11.59884
80-90,15,34.03286,38.48,1.11306,0.07119,0.44555,12.96523,13.936,11.91265
80-90,16,34.82667,39.34,1.16739,0.07689,0.46762,13.2877,14.27281,12.21696
80-90,17,35.6058,40.16,1.2214,0.08255,0.48896,13.59996,14.60607,12.51646
80-90,18,36.3492,40.95,1.27582,0.08848,0.51019,13.90761,14.92487,12.80744
80-90,19,37.08429,41.73,1.32978,0.09433,0.53111,14.20807,15.2363,13.0963
80-90,20,37.78667,42.48,1.38371,0.1002,0.55222,14.50421,15.54739,13.37675
80-90,21,38.47109,43.22,1.43758,0.1059,0.57356,14.79575,15.84894,13.66048
80-90,22,39.15125,43.93,1.49218,0.1117,0.5947,15.0815,16.1471,13.93645
80-90,23,39.82429,44.62,1.54589,0.1173,0.61579,15.36486,16.44059,14.20797
80-90,24,40.46633,45.32,1.59991,0.12265,0.63728,15.64301,16.73212,14.47744
80-90,25,41.10375,45.99,1.6541,0.12786,0.65952,15.91991,17.01976,14.74777
80-90,26,41.73875,46.65,1.70861,0.13288,0.68188,16.19513,17.30091,15.01677
80-90,27,42.36556,47.3,1.76356,0.13777,0.70421,16.46828,17.58311,15.28365
80-90,28,42.96714,47.95,1.81828,0.14263,0.72664,16.74195,17.86367,15.55253
80-90,29,43.575,48.59,1.87311,0.14768,0.74931,17.00897,18.13958,15.81832
80-90,30,44.17286,49.23,1.9285,0.15268,0.77218,17.27894,18.41461,16.08415
80-90,31,44.7675,49.86,1.98404,0.15764,0.79521,17.54734,18.6919,16.35228
80-90,32,45.345,50.49,2.03937,0.16261,0.81854,17.81768,18.9678,16.62035
80-90,33,45.93143,51.11,2.09569,0.16756,0.8419,18.08922,19.24393,16.8896
80-90,34,46.51191,51.73,2.15222,0.17246,0.8659,18.35715,19.5196,17.15815
80-90,35,47.07983,52.35,2.21012,0.1773,0.8902,18.62564,19.79299,17.42551
80-90,36,47.6525,52.99,2.26783,0.18202,0.91509,18.89701,20.06659,17.69517
80-90,37,48.215,53.61,2.32643,0.18652,0.94024,19.16995,20.34307,17.96828
80-90,38,48.7725,54.24,2.38487,0.19096,0.96574,19.44441,20.62055,18.24086
80-90,39,49.33125,54.86,2.44482,0.19514,0.99193,19.72184,20.90178,18.51679
80-90,40,49.895,55.49,2.50458,0.19912,1.01846,20.00201,21.18334,18.79586
80-90,41,50.45875,56.13,2.5657,0.2029,1.04548,20.28456,21.46624,19.07768
80-90,42,51.02778,56.76,2.62773,0.20653,1.0732,20.56872,21.75128,19.36298
80-90,43,51.605,57.41,2.69042,0.20988,1.10211,20.85721,22.03446,19.65316
80-90,44,52.18111,58.04,2.75457,0.21333,1.1319,21.14837,22.32803,19.94828
80-90,45,52.75625,58.69,2.81966,0.21692,1.1623,21.44518,22.61936,20.24688
80-90,46,53.33364,59.34,2.88552,0.22104,1.19386,21.74244,22.91631,20.54943
80-90,47,53.9125,60.0,2.95265,0.22519,1.22559,22.04437,23.21775,20.85438
80-90,48,54.49889,60.67,3.02128,0.22892,1.25879,22.35244,23.52344,21.16299
80-90,49,55.0925,61.33,3.09153,0.23255,1.29349,22.66344,23.8301,21.47939
80-90,50,55.69286,62.01,3.16265,0.23718,1.32988,22.98139,24.1422,21.79773
80-90,51,56.28857,62.7,3.23381,0.2421,1.3677,23.30056,24.45902,22.12723
80-90,52,56.9075,63.4,3.3078,0.24746,1.40823,23.62692,24.78511,22.46322
80-90,53,57.53219,64.11,3.38282,0.25383,1.45072,23.95886,25.10971,22.80453
80-90,54,58.16444,64.82,3.45978,0.26103,1.494,24.29899,25.44362,23.15102
80-90,55,58.79345,65.54,3.53808,0.26907,1.54031,24.64457,25.78646,23.50752
80-90,56,59.435,66.27,3.61854,0.27714,1.58958,24.99813,26.13058,23.8714
80-90,57,60.08555,67.02,3.7014,0.28462,1.64184,25.35841,26.48564,24.24447
80-90,58,60.755,67.77,3.78548,0.29234,1.69794,25.72736,26.83937,24.62293
80-90,59,61.44125,68.54,3.87343,0.30196,1.75784,26.10634,27.20148,25.01028
80-90,60,62.13125,69.33,3.96269,0.3227,1.82239,26.49003,27.57803,25.40603
80-90,61,62.83545,70.14,4.05428,0.35232,1.89098,26.88041,27.96109,25.81905
80-90,62,63.54857,70.96,4.14809,0.38468,1.96647,27.28198,28.3559,26.23752
80-90,63,64.28125,71.8,4.24457,0.41896,2.04879,27.6965,28.76068,26.66414
80-90,64,65.03,72.66,4.34417,0.45805,2.13928,28.1207,29.17281,27.10182
80-90,65,65.79571,73.54,4.4474,0.49586,2.23806,28.55811,29.59947,27.55018
80-90,66,66.58625,74.43,4.55307,0.5328,2.34419,29.00694,30.03883,28.02639
80-90,67,67.39556,75.36,4.66047,0.5737,2.46313,29.46701,30.48889,28.50735
80-90,68,68.22444,76.3,4.77321,0.61353,2.59554,29.94875,30.95201,29.01064
80-90,69,69.07667,77.29,4.89068,0.65217,2.74364,30.44219,31.43719,29.51748
80-90,70,69.955,78.3,5.0107,0.69018,2.90446,30.9499,31.93224,30.05622
80-90,71,70.85833,79.34,5.13802,0.72694,3.07187,31.47256,32.44171,30.608
80-90,72,71.79,80.41,5.26783,0.7629,3.25304,32.02089,32.97082,31.18303
80-90,73,72.76,81.51,5.40551,0.79865,3.43416,32.58797,33.52246,31.784
80-90,74,73.76333,82.64,5.54648,0.83365,3.60209,33.18005,34.08961,32.41043
80-90,75,74.80222,83.83,5.69587,0.86736,3.77862,33.79714,34.68629,33.05805
80-90,76,75.88,85.05,5.8512,0.89999,4.04899,34.43817,35.31362,33.74085
80-90,77,77.00222,86.31,6.01494,0.9313,4.38496,35.10665,35.95816,34.44296
80-90,78,78.1725,87.62,6.1872,0.96221,4.75495,35.80373,36.6345,35.19127
80-90,79,79.39084,88.99,6.36918,0.99286,5.12053,36.54137,37.33874,35.9657
80-90,80,80.655,90.42,6.55946,1.02336,5.45705,37.31285,38.08452,36.78035
80-90,81,81.9885,91.93,6.76159,1.05371,5.76416,38.13255,38.87331,37.63961
80-90,82,83.39818,93.5,6.97455,1.0841,6.02312,38.99052,39.70796,38.54912
80-90,83,84.88,95.18,7.20504,1.11553,6.26195,39.90895,40.58706,39.51682
80-90,84,86.46,96.91,7.44939,1.14813,6.59132,40.88223,41.5303,40.54584
80-90,85,88.10818,98.74,7.71054,1.18282,6.97875,41.91438,42.53664,41.66177
80-90,86,89.88875,100.67,7.99634,1.21887,7.41701,43.03374,43.61274,42.84425
80-90,87,91.80151,102.76,8.30368,1.25519,7.78502,44.25318,44.79095,44.12527
80-90,88,93.87,104.96,8.64092,1.29196,8.07317,45.57279,46.06306,45.50044
80-90,89,96.10426,107.33,9.01992,1.32867,8.32861,47.00574,47.44746,47.01012
80-90,90,98.51833,109.91,9.43769,1.36824,8.84383,48.58398,48.9819,48.67548
80-90,91,101.16134,112.76,9.90649,1.40884,9.49358,50.36239,50.68754,50.50762
80-90,92,104.09333,115.92,10.44916,1.45098,9.97432,52.36523,52.60204,52.59776
80-90,93,107.42893,119.47,11.07327,1.49401,10.30737,54.62674,54.80574,54.94737
80-90,94,111.28222,123.5,11.80759,1.53591,10.91991,57.25035,57.36587,57.66287
80-90,95,115.8082,128.22,12.68853,1.57993,11.96657,60.39961,60.38639,60.9032
80-90,96,121.26125,133.95,13.78885,1.62669,13.54206,64.27688,64.15226,64.89166
80-90,97,128.194,141.19,15.24756,1.67733,14.42676,69.29732,68.98296,70.04916
80-90,98,137.8418,151.38,17.27641,1.73726,16.21751,76.39782,75.87171,77.34113
80-90,99,154.47944,169.02,20.67413,1.81529,19.84672,88.78709,87.84029,89.99345
>90,1,17.08963,20.21,0.0,0.00065,0.0588,6.6089,7.09127,6.04277
>90,2,22.12258,26.13,0.1336,0.00294,0.10237,8.67979,9.32165,7.92277
>90,3,25.96429,30.29,0.27457,0.0064,0.13995,10.14143,10.8644,9.27587
>90,4,29.05571,33.73,0.38985,0.01012,0.17424,11.35462,12.16722,10.39492
>90,5,31.70286,36.67,0.49175,0.01402,0.20639,12.43328,13.31728,11.38913
>90,6,34.0925,39.25,0.58539,0.01806,0.2367,13.41372,14.33432,12.30038
>90,7,36.236,41.55,0.67462,0.02209,0.26548,14.29972,15.26122,13.13421
>90,8,38.21,43.66,0.76028,0.026,0.29337,15.12293,16.12047,13.91644
>90,9,40.01286,45.6,0.8446,0.03037,0.32034,15.88909,16.91892,14.64706
>90,10,41.69333,47.42,0.92585,0.03499,0.34621,16.6198,17.66475,15.34943
>90,11,43.30609,49.12,1.00626,0.03989,0.37197,17.31606,18.378,16.01875
>90,12,44.81667,50.7,1.08555,0.04474,0.39717,17.97311,19.05935,16.66179
>90,13,46.2858,52.22,1.16458,0.04939,0.42194,18.60112,19.71244,17.29227
>90,14,47.6875,53.7,1.24301,0.05421,0.44644,19.21593,20.34112,17.90042
>90,15,49.02375,55.08,1.3214,0.05932,0.47068,19.806,20.94742,18.49079
>90,16,50.2987,56.45,1.3991,0.06463,0.49499,20.38796,21.53693,19.06889
>90,17,51.555,57.77,1.47663,0.07018,0.51887,20.95458,22.10647,19.63792
>90,18,52.77,59.05,1.55371,0.07592,0.54245,21.51471,22.66691,20.19528
>90,19,53.96,60.31,1.63031,0.08199,0.56639,22.06102,23.22209,20.74885
>90,20,55.09714,61.54,1.70774,0.08818,0.59035,22.60311,23.76589,21.29818
>90,21,56.22125,62.75,1.78471,0.09441,0.61431,23.14352,24.30369,21.84274
>90,22,57.34375,63.93,1.86153,0.10053,0.63887,23.67823,24.83497,22.38022
>90,23,58.4425,65.11,1.9383,0.10656,0.6634,24.21217,25.36195,22.92549
>90,24,59.52444,66.28,2.01492,0.1126,0.68856,24.73925,25.88829,23.46724
>90,25,60.5825,67.45,2.09155,0.11836,0.71391,25.26465,26.40952,24.0076
>90,26,61.64778,68.61,2.16934,0.12382,0.73932,25.79517,26.92882,24.54629
>90,27,62.70333,69.77,2.24864,0.12902,0.76489,26.32495,27.44711,25.08774
>90,28,63.75889,70.91,2.32659,0.13411,0.79043,26.85008,27.96661,25.62609
>90,29,64.8075,72.07,2.40529,0.13914,0.81636,27.38354,28.48536,26.16826
>90,30,65.84,73.21,2.4846,0.14407,0.8427,27.91992,29.00507,26.71338
>90,31,66.87714,74.35,2.56393,0.14907,0.86948,28.45699,29.5245,27.26409
>90,32,67.92,75.49,2.6442,0.15404,0.89643,28.99635,30.0538,27.81824
>90,33,68.96143,76.64,2.72443,0.15894,0.9238,29.54766,30.5827,28.3796
>90,34,70.01,77.79,2.8063,0.1639,0.95154,30.10336,31.10848,28.9446
>90,35,71.0565,78.96,2.88871,0.16882,0.97971,30.65838,31.64616,29.51807
